company_id,company_name,ald_sector,ald_business_unit,ald_location,activity_unit,Equity Ownership 2022,Equity Ownership 2023,Equity Ownership 2024,Equity Ownership 2025,Equity Ownership 2026
29,company-29,Power,HydroCap,ZA,tCO2e,80658,98428,99487,NA,106880
29,company-29,Power,HydroCap,FJ,tCO2e,39655,63589,75451,335975,41722
29,company-29,Power,HydroCap,DE,tCO2e,171698,24926,NA,73052,NA
29,company-29,Power,HydroCap,JO,tCO2e,18393,55413,216493,289938,37935
29,company-29,Automotive,Electric,JO,tCO2,53640,NA,20681,7365,239836
29,company-29,Automotive,Electric,LK,tCO2,188889,44377,14133,NA,NA
30,company-30,Power,CoalCap,LK,tCO2e,NA,NA,22739,246632,NA
30,company-30,Power,OilCap,LK,tCO2e,6243,118437,19233,75484,133728
30,company-30,Power,OilCap,ZA,tCO2e,269487,59504,NA,24407,106688
30,company-30,Power,NuclearCap,LK,tCO2e,9202,234826,37236,238216,29820
30,company-30,Power,NuclearCap,DE,tCO2e,32030,130886,49588,62204,30451
30,company-30,Power,NuclearCap,JO,tCO2e,233197,2824,132902,56427,5155
30,company-30,Power,NuclearCap,CX,tCO2e,93345,287174,188630,31179,76876
31,company-31,Steel,Basic Oxygen Furnace,FJ,tCO2e,146134,48345,722,91704,441145
31,company-31,Steel,Basic Oxygen Furnace,ZA,tCO2e,42259,NA,94699,48598,38168
31,company-31,Power,NuclearCap,ZA,tCO2e,NA,6058,9584,NA,156095
31,company-31,Power,NuclearCap,JO,tCO2e,281963,44164,112441,NA,62082
31,company-31,Power,NuclearCap,CX,tCO2e,237302,NA,23440,NA,40176
31,company-31,Power,NuclearCap,LK,tCO2e,14816,17138,166261,18992,2858
31,company-31,Power,NuclearCap,DE,tCO2e,28232,NA,112557,81022,38863
31,company-31,Oil&Gas,Gas,DE,tCO2e,59386,98250,89638,NA,NA
31,company-31,Oil&Gas,Gas,JO,tCO2e,109336,7972,335656,341318,111638
31,company-31,Oil&Gas,Gas,LK,tCO2e,NA,2939,4309,196037,84694
32,company-32,Aviation,Passenger,LK,tCO2,8290,NA,68546,272780,234816
32,company-32,Aviation,Passenger,CX,tCO2,112286,NA,NA,20286,327
32,company-32,Aviation,Passenger,DE,tCO2,53018,166543,52792,NA,204245
32,company-32,Aviation,Passenger,JO,tCO2,37578,26140,153445,288607,30669
32,company-32,Automotive,Hybrid,FJ,tCO2,156173,NA,42795,176365,NA
32,company-32,Automotive,Hybrid,DE,tCO2,147557,147605,413468,45931,1565
32,company-32,Steel,Basic Oxygen Furnace,LK,tCO2e,64191,22032,453777,29719,32361
32,company-32,Steel,Basic Oxygen Furnace,FJ,tCO2e,NA,32260,NA,NA,24658
33,company-33,Power,OilCap,CX,tCO2e,40626,83119,4470,49768,71549
33,company-33,Power,OilCap,DE,tCO2e,67212,75311,NA,NA,90979
33,company-33,Power,NuclearCap,CX,tCO2e,NA,61703,344440,NA,216498
33,company-33,Power,NuclearCap,LK,tCO2e,193193,NA,210169,9679,284487
33,company-33,Power,NuclearCap,DE,tCO2e,115051,102522,127524,30862,1190
33,company-33,Power,NuclearCap,ZA,tCO2e,5590,152246,243380,26750,44872
33,company-33,Power,NuclearCap,FJ,tCO2e,32237,50373,14904,211652,273584
33,company-33,Shipping,Passenger,CX,tCO2,NA,64093,NA,3152,40333
33,company-33,Shipping,Passenger,ZA,tCO2,14121,86012,NA,NA,66638
33,company-33,Shipping,Passenger,JO,tCO2,127453,NA,157828,212181,NA
34,company-34,Oil&Gas,Gas,FJ,tCO2e,NA,6962,94077,39531,NA
34,company-34,Coal,Coal,FJ,tCO2e,NA,63207,49296,17836,27577
34,company-34,Coal,Coal,JO,tCO2e,337401,86611,372377,76109,32839
34,company-34,Coal,Coal,CX,tCO2e,186794,394,NA,NA,14212
34,company-34,Steel,Open Hearth Furnace,CX,tCO2e,NA,38912,5244,127856,7974
34,company-34,Steel,Open Hearth Furnace,ZA,tCO2e,1455,110565,125062,32865,16747
34,company-34,Steel,Open Hearth Furnace,DE,tCO2e,101368,43980,271919,28607,5179
34,company-34,Steel,Open Hearth Furnace,FJ,tCO2e,321792,NA,59017,NA,129916
34,company-34,Steel,Open Hearth Furnace,JO,tCO2e,12293,21803,112922,51855,17043
35,company-35,Power,HydroCap,DE,tCO2e,80675,NA,14769,106234,168462
35,company-35,Power,CoalCap,FJ,tCO2e,166590,50831,243969,43026,93839
35,company-35,Power,CoalCap,LK,tCO2e,NA,NA,NA,NA,31010
35,company-35,Power,CoalCap,CX,tCO2e,5285,NA,56510,13373,11039
35,company-35,Power,CoalCap,DE,tCO2e,216543,193711,2157,108082,46235
35,company-35,Steel,Open Hearth Furnace,ZA,tCO2e,132749,112398,18830,147876,NA
35,company-35,Steel,Open Hearth Furnace,CX,tCO2e,124895,16533,266314,NA,80188
36,company-36,Automotive,FuelCell,DE,tCO2,76177,NA,27105,11826,22150
36,company-36,Automotive,FuelCell,ZA,tCO2,NA,81701,112117,84896,15075
36,company-36,Automotive,FuelCell,JO,tCO2,178276,2741,NA,101334,36679
36,company-36,Automotive,FuelCell,CX,tCO2,NA,138401,10175,343148,114865
36,company-36,Automotive,ICE,DE,tCO2,NA,94357,430177,NA,136724
36,company-36,Automotive,ICE,CX,tCO2,62402,NA,NA,41393,15237
36,company-36,Automotive,ICE,ZA,tCO2,128211,NA,86246,238430,30420
36,company-36,Automotive,ICE,LK,tCO2,205480,165414,20718,242748,420943
36,company-36,Power,CoalCap,CX,tCO2e,17244,214368,150404,116740,105523
36,company-36,Power,CoalCap,DE,tCO2e,122736,NA,NA,1292,NA
36,company-36,Power,CoalCap,FJ,tCO2e,26267,5776,103699,99293,NA
36,company-36,Power,CoalCap,JO,tCO2e,NA,15759,NA,45979,32669
37,company-37,Shipping,Freight,DE,tCO2,206484,263884,126481,157761,88945
37,company-37,Shipping,Freight,FJ,tCO2,52638,2558,34306,160681,38027
37,company-37,Steel,Electric Arc Furnace,CX,tCO2e,NA,310347,85109,56671,NA
37,company-37,Steel,Electric Arc Furnace,FJ,tCO2e,NA,29304,157578,79806,14704
37,company-37,Steel,Electric Arc Furnace,ZA,tCO2e,NA,NA,15043,42009,28954
37,company-37,Power,NuclearCap,CX,tCO2e,402071,11454,149701,111650,NA
37,company-37,Power,NuclearCap,JO,tCO2e,200524,200666,92569,5879,217965
37,company-37,Power,NuclearCap,LK,tCO2e,293114,NA,81288,NA,63856
38,company-38,Power,NuclearCap,JO,tCO2e,39080,101199,NA,19574,254704
38,company-38,Power,NuclearCap,DE,tCO2e,52648,NA,232614,11679,124470
38,company-38,Power,NuclearCap,CX,tCO2e,NA,10692,145362,62628,143660
38,company-38,Power,CoalCap,CX,tCO2e,61515,7007,NA,86934,56761
38,company-38,Power,CoalCap,FJ,tCO2e,28950,NA,37168,54004,28622
38,company-38,Power,CoalCap,LK,tCO2e,46013,9775,NA,NA,5765
38,company-38,Power,HydroCap,LK,tCO2e,102576,NA,452664,251584,95764
38,company-38,Power,HydroCap,CX,tCO2e,44409,NA,62182,NA,253505
38,company-38,Power,HydroCap,FJ,tCO2e,77440,NA,82430,77659,NA
38,company-38,Power,HydroCap,ZA,tCO2e,25418,517948,36142,38631,77049
38,company-38,Power,HydroCap,JO,tCO2e,22798,108367,NA,76654,NA
39,company-39,Power,HydroCap,DE,tCO2e,NA,NA,966,NA,37388
39,company-39,Power,HydroCap,JO,tCO2e,21629,78014,77851,62608,73234
39,company-39,Power,HydroCap,LK,tCO2e,36718,200451,7874,NA,NA
39,company-39,Power,GasCap,CX,tCO2e,NA,38810,NA,471,19831
39,company-39,Power,GasCap,LK,tCO2e,NA,489461,130765,NA,38687
39,company-39,Automotive,FuelCell,JO,tCO2,NA,6990,279058,228552,427315
39,company-39,Automotive,FuelCell,CX,tCO2,17958,64549,NA,149533,234091
40,company-40,Automotive,FuelCell,CX,tCO2,298985,35341,5417,300070,91471
40,company-40,Automotive,FuelCell,ZA,tCO2,NA,11197,6787,1821,302684
40,company-40,Automotive,FuelCell,JO,tCO2,NA,83101,17522,275962,76110
40,company-40,Automotive,Electric,ZA,tCO2,NA,214426,131117,NA,104897
40,company-40,Automotive,Electric,CX,tCO2,206962,NA,6515,46023,292582
40,company-40,Automotive,Electric,JO,tCO2,9874,66982,48736,30556,23469
40,company-40,Power,NuclearCap,FJ,tCO2e,25012,65556,196600,55056,NA
40,company-40,Power,NuclearCap,DE,tCO2e,NA,NA,94603,56182,NA
40,company-40,Power,NuclearCap,CX,tCO2e,NA,NA,179268,28060,NA
40,company-40,Power,NuclearCap,JO,tCO2e,2129,3572,143152,76342,58840
41,company-41,Cement,Integrated facility,FJ,tCO2e,55075,164999,NA,224527,18762
41,company-41,Cement,Integrated facility,LK,tCO2e,44489,4879,115786,48364,10889
41,company-41,Cement,Integrated facility,CX,tCO2e,40103,16852,144358,45880,94099
41,company-41,Cement,Integrated facility,DE,tCO2e,60456,10837,11403,6571,100697
41,company-41,Shipping,Passenger,CX,tCO2,136589,105766,8294,264030,61267
41,company-41,Aviation,Passenger,JO,tCO2,8594,137682,18709,415438,355527
41,company-41,Aviation,Passenger,LK,tCO2,25289,407675,51744,47251,NA
42,company-42,Automotive,ICE,FJ,tCO2,53051,32469,289644,406632,50109
42,company-42,Automotive,ICE,DE,tCO2,39922,23812,152867,211185,123276
42,company-42,Power,RenewablesCap,LK,tCO2e,NA,NA,51154,NA,2714
42,company-42,Power,RenewablesCap,ZA,tCO2e,30762,NA,37924,NA,319891
42,company-42,Shipping,Passenger,DE,tCO2,125177,139825,117637,62655,41092
42,company-42,Shipping,Passenger,CX,tCO2,31834,108688,NA,13224,NA
42,company-42,Shipping,Passenger,LK,tCO2,430191,198067,NA,22489,2572
43,company-43,Power,NuclearCap,FJ,tCO2e,125895,79514,NA,84075,130516
43,company-43,Power,NuclearCap,ZA,tCO2e,239936,346553,221520,NA,NA
43,company-43,Power,NuclearCap,LK,tCO2e,30316,7330,26421,101992,26565
43,company-43,Power,NuclearCap,JO,tCO2e,88901,98827,NA,118351,135131
43,company-43,Oil&Gas,Gas,FJ,tCO2e,71407,43298,156844,90257,413042
43,company-43,Oil&Gas,Gas,LK,tCO2e,149658,50942,50936,57412,20111
43,company-43,Oil&Gas,Gas,DE,tCO2e,1815,25599,121866,21636,128134
43,company-43,Steel,Electric Arc Furnace,CX,tCO2e,348844,169621,NA,26331,23846
43,company-43,Steel,Electric Arc Furnace,FJ,tCO2e,NA,NA,NA,60178,88333
43,company-43,Steel,Electric Arc Furnace,JO,tCO2e,57178,NA,173314,7260,14569
43,company-43,Steel,Electric Arc Furnace,ZA,tCO2e,409566,232395,4231,NA,112369
43,company-43,Steel,Electric Arc Furnace,LK,tCO2e,306217,177851,400210,37588,NA
44,company-44,Power,OilCap,JO,tCO2e,167588,NA,172370,109735,66368
44,company-44,Power,OilCap,CX,tCO2e,75971,40546,24291,323374,58825
44,company-44,Power,OilCap,LK,tCO2e,39227,124169,NA,333749,61982
44,company-44,Power,CoalCap,JO,tCO2e,47204,237,20005,71087,72676
44,company-44,Power,CoalCap,ZA,tCO2e,NA,38278,NA,NA,5966
44,company-44,Power,CoalCap,DE,tCO2e,300205,177138,55108,124062,274012
44,company-44,Power,CoalCap,CX,tCO2e,20310,NA,NA,203357,NA
44,company-44,Cement,Integrated facility,JO,tCO2e,183166,14697,NA,80023,NA
44,company-44,Cement,Integrated facility,CX,tCO2e,143457,103626,40909,138896,234732
44,company-44,Cement,Integrated facility,FJ,tCO2e,109637,NA,201418,102565,NA
44,company-44,Cement,Integrated facility,DE,tCO2e,174382,13237,125485,19775,90829
44,company-44,Cement,Integrated facility,LK,tCO2e,28659,145414,228886,NA,111055
45,company-45,Power,HydroCap,ZA,tCO2e,117816,NA,83792,NA,17762
45,company-45,Power,HydroCap,LK,tCO2e,66783,20516,4230,31170,131612
45,company-45,Power,HydroCap,FJ,tCO2e,206869,164709,41370,24357,63009
45,company-45,Power,HydroCap,DE,tCO2e,NA,59272,117776,32704,194462
45,company-45,Steel,Electric Arc Furnace,ZA,tCO2e,NA,NA,3130,139117,17111
45,company-45,Steel,Electric Arc Furnace,DE,tCO2e,6096,74431,77862,144587,392577
45,company-45,Automotive,Hybrid,DE,tCO2,185609,NA,59037,75161,129624
45,company-45,Automotive,Hybrid,CX,tCO2,NA,46416,35433,8090,157601
45,company-45,Automotive,Hybrid,LK,tCO2,151217,NA,18941,21263,434052
45,company-45,Automotive,Hybrid,FJ,tCO2,NA,93711,124309,31268,176232
46,company-46,Aviation,Freight,FJ,tCO2,75908,NA,NA,74470,26875
46,company-46,Automotive,Electric,JO,tCO2,11348,NA,44851,NA,4256
46,company-46,Automotive,Electric,CX,tCO2,138955,NA,71530,94444,329999
46,company-46,Automotive,Electric,ZA,tCO2,316537,171417,152467,62620,7444
46,company-46,Automotive,Electric,DE,tCO2,130915,NA,9618,276125,136029
46,company-46,Automotive,Electric,FJ,tCO2,32072,20155,44892,36804,NA
46,company-46,Power,GasCap,CX,tCO2e,5200,234966,13607,214920,105856
46,company-46,Power,GasCap,ZA,tCO2e,26051,244176,24558,180145,195998
46,company-46,Power,GasCap,DE,tCO2e,39129,113134,NA,39215,376
46,company-46,Power,GasCap,LK,tCO2e,212746,27431,180645,NA,182608
46,company-46,Power,GasCap,JO,tCO2e,66512,45970,182800,66560,68560
47,company-47,Power,OilCap,LK,tCO2e,73462,189311,419965,33929,185074
47,company-47,Oil&Gas,Gas,DE,tCO2e,13707,NA,NA,106731,43881
47,company-47,Oil&Gas,Gas,LK,tCO2e,178137,39272,114983,28342,NA
47,company-47,Oil&Gas,Gas,ZA,tCO2e,38966,1347,44291,158696,93873
47,company-47,Power,NuclearCap,DE,tCO2e,5423,43017,10270,1042,24
47,company-47,Power,NuclearCap,FJ,tCO2e,NA,272168,72988,271483,263654
47,company-47,Power,NuclearCap,LK,tCO2e,NA,109399,NA,95373,106531
48,company-48,Power,CoalCap,FJ,tCO2e,34705,NA,97092,NA,48851
48,company-48,Power,CoalCap,DE,tCO2e,69411,13238,10989,NA,NA
48,company-48,Power,CoalCap,ZA,tCO2e,3168,100156,NA,451,84391
48,company-48,Power,CoalCap,LK,tCO2e,3078,127268,37723,153101,24953
48,company-48,Automotive,ICE,JO,tCO2,176286,77702,NA,1814,391506
48,company-48,Automotive,ICE,LK,tCO2,66210,82567,70353,12105,21865
48,company-48,Automotive,ICE,DE,tCO2,73824,8156,95463,91747,909
48,company-48,Oil&Gas,Gas,CX,tCO2e,27831,162484,NA,72368,139
48,company-48,Oil&Gas,Gas,DE,tCO2e,NA,6005,129191,107667,NA
48,company-48,Oil&Gas,Gas,ZA,tCO2e,40864,NA,332833,NA,NA
48,company-48,Oil&Gas,Gas,LK,tCO2e,35360,52684,NA,149320,138982
48,company-48,Oil&Gas,Gas,JO,tCO2e,5665,103328,NA,40523,NA
49,company-49,Power,OilCap,CX,tCO2e,354273,40109,21625,56596,58587
49,company-49,Shipping,Passenger,CX,tCO2,NA,72678,43577,16181,26501
49,company-49,Shipping,Passenger,FJ,tCO2,40844,70589,300664,63457,61638
49,company-49,Steel,Open Hearth Furnace,LK,tCO2e,70721,NA,NA,114067,40763
49,company-49,Steel,Open Hearth Furnace,FJ,tCO2e,NA,347424,126969,28694,50610
49,company-49,Steel,Open Hearth Furnace,ZA,tCO2e,NA,94103,NA,183698,67395
49,company-49,Steel,Open Hearth Furnace,CX,tCO2e,NA,143201,NA,369175,46728
49,company-49,Steel,Open Hearth Furnace,JO,tCO2e,32881,NA,657336,217537,26423
50,company-50,Cement,Integrated facility,JO,tCO2e,4203,NA,19684,49951,79917
50,company-50,Cement,Integrated facility,ZA,tCO2e,282864,6082,NA,148474,86921
50,company-50,Cement,Integrated facility,CX,tCO2e,NA,23351,NA,96476,41813
50,company-50,Power,GasCap,ZA,tCO2e,NA,91854,NA,73234,7675
50,company-50,Power,GasCap,LK,tCO2e,NA,271119,NA,9988,84216
50,company-50,Power,GasCap,FJ,tCO2e,184516,54835,20986,249911,NA
50,company-50,Steel,Open Hearth Furnace,FJ,tCO2e,153890,67555,15061,92318,NA
50,company-50,Steel,Open Hearth Furnace,ZA,tCO2e,38055,14638,73347,156261,32701
50,company-50,Steel,Open Hearth Furnace,JO,tCO2e,412203,77881,114219,NA,363413
50,company-50,Steel,Open Hearth Furnace,CX,tCO2e,74309,20670,178694,36387,99603
50,company-50,Steel,Open Hearth Furnace,DE,tCO2e,NA,392915,198727,NA,24572
51,company-51,Coal,Coal,ZA,tCO2e,49227,245775,28236,50109,114348
51,company-51,Coal,Coal,JO,tCO2e,NA,346156,14738,NA,143959
51,company-51,Coal,Coal,FJ,tCO2e,58148,NA,49993,NA,8907
51,company-51,Automotive,Hybrid,LK,tCO2,89507,32643,25015,28096,NA
51,company-51,Automotive,Hybrid,DE,tCO2,84445,6804,NA,150803,NA
51,company-51,Automotive,Hybrid,CX,tCO2,154388,42096,57591,121023,36980
51,company-51,Automotive,Hybrid,JO,tCO2,NA,15593,NA,NA,125679
51,company-51,Oil&Gas,Oil,CX,tCO2e,42897,178598,428329,18944,15919
52,company-52,Power,CoalCap,DE,tCO2e,13988,243762,9417,41281,13679
52,company-52,Power,CoalCap,LK,tCO2e,48910,271427,NA,322280,60532
52,company-52,Automotive,Electric,FJ,tCO2,NA,5000,248563,NA,47178
52,company-52,Automotive,Electric,DE,tCO2,76565,159738,369319,23720,2990
52,company-52,Automotive,Electric,ZA,tCO2,85644,280632,25795,73034,40718
52,company-52,Automotive,Electric,JO,tCO2,NA,36073,19144,94114,110123
52,company-52,Power,RenewablesCap,ZA,tCO2e,26834,25406,9768,233318,194634
52,company-52,Power,RenewablesCap,DE,tCO2e,95309,43552,41505,292567,251980
52,company-52,Power,RenewablesCap,CX,tCO2e,1346654,115724,NA,40104,62201
52,company-52,Power,RenewablesCap,FJ,tCO2e,407188,59797,192995,7096,NA
53,company-53,Power,GasCap,DE,tCO2e,98909,28689,NA,NA,55008
53,company-53,Power,GasCap,FJ,tCO2e,141873,179711,91558,NA,29915
53,company-53,Power,GasCap,CX,tCO2e,NA,104056,135601,174123,28223
53,company-53,Power,GasCap,ZA,tCO2e,4472,328742,16518,274298,26131
53,company-53,Power,GasCap,JO,tCO2e,101500,14545,103003,4021,114688
53,company-53,Oil&Gas,Gas,JO,tCO2e,84746,11201,439735,99782,NA
53,company-53,Oil&Gas,Gas,ZA,tCO2e,44044,NA,177229,211787,NA
53,company-53,Oil&Gas,Gas,LK,tCO2e,105280,22270,NA,NA,42886
53,company-53,Oil&Gas,Gas,DE,tCO2e,104856,495558,94649,48483,254593
53,company-53,Oil&Gas,Gas,CX,tCO2e,30414,NA,86321,89583,39434
53,company-53,Automotive,Electric,ZA,tCO2,399070,6145,33070,15473,30149
54,company-54,Cement,Integrated facility,LK,tCO2e,39213,183233,67915,31002,NA
54,company-54,Cement,Integrated facility,ZA,tCO2e,161682,72531,331255,NA,42500
54,company-54,Cement,Integrated facility,DE,tCO2e,14293,NA,25222,257981,337608
54,company-54,Cement,Integrated facility,FJ,tCO2e,134805,68781,NA,75632,33078
54,company-54,Cement,Integrated facility,CX,tCO2e,141703,1033,85000,87144,187735
54,company-54,Coal,Coal,DE,tCO2e,114036,NA,20596,46959,65377
54,company-54,Coal,Coal,ZA,tCO2e,NA,56066,135535,89079,137013
54,company-54,Coal,Coal,CX,tCO2e,124350,177023,42438,161397,NA
54,company-54,Automotive,ICE,ZA,tCO2,NA,NA,8749,113779,NA
55,company-55,Automotive,ICE,FJ,tCO2,21697,16110,11062,84750,93261
55,company-55,Automotive,ICE,LK,tCO2,103430,129052,21714,NA,88197
55,company-55,Automotive,ICE,ZA,tCO2,193789,95152,31230,216727,142883
55,company-55,Power,GasCap,ZA,tCO2e,58744,122918,NA,40544,73271
55,company-55,Power,GasCap,CX,tCO2e,NA,NA,NA,NA,NA
55,company-55,Power,GasCap,LK,tCO2e,39245,NA,121150,NA,33742
55,company-55,Power,RenewablesCap,LK,tCO2e,115816,170566,NA,NA,25216
55,company-55,Power,RenewablesCap,CX,tCO2e,13266,214717,23232,99446,NA
55,company-55,Power,RenewablesCap,ZA,tCO2e,71198,34864,3428,32834,67420
55,company-55,Power,RenewablesCap,FJ,tCO2e,83832,46157,257487,112886,NA
55,company-55,Power,RenewablesCap,DE,tCO2e,348351,NA,NA,28088,70472
56,company-56,Aviation,Passenger,JO,tCO2,1808,62988,56758,4877,285288
56,company-56,Aviation,Passenger,ZA,tCO2,69036,219393,13008,29222,108586
56,company-56,Aviation,Passenger,DE,tCO2,20532,NA,9161,214356,24687
56,company-56,Aviation,Passenger,FJ,tCO2,171942,30065,4171,24769,14177
56,company-56,Power,HydroCap,DE,tCO2e,NA,48876,31943,54187,69019
56,company-56,Power,HydroCap,ZA,tCO2e,768,NA,NA,100948,496126
56,company-56,Power,HydroCap,CX,tCO2e,182328,74292,10486,152566,170818
56,company-56,Power,HydroCap,LK,tCO2e,69591,123801,99836,24573,103604
56,company-56,Power,HydroCap,JO,tCO2e,NA,20549,27417,NA,43235
56,company-56,Power,OilCap,JO,tCO2e,37056,160757,6006,73881,NA
56,company-56,Power,OilCap,LK,tCO2e,210031,37211,7173,119367,149800
57,company-57,Automotive,Electric,ZA,tCO2,82028,31290,48415,63879,63067
57,company-57,Aviation,Passenger,DE,tCO2,7469,96958,155459,11556,114911
57,company-57,Aviation,Passenger,LK,tCO2,NA,204873,NA,91377,NA
57,company-57,Aviation,Passenger,ZA,tCO2,37286,60476,189180,52443,137314
57,company-57,Aviation,Passenger,CX,tCO2,33951,137522,197053,1729,68744
57,company-57,Shipping,Passenger,LK,tCO2,176176,180950,17249,370019,5467
58,company-58,Steel,Open Hearth Furnace,DE,tCO2e,86839,582590,25645,NA,79152
58,company-58,Steel,Open Hearth Furnace,LK,tCO2e,7054,NA,NA,34785,57933
58,company-58,Steel,Open Hearth Furnace,FJ,tCO2e,24204,60958,139094,18003,107614
58,company-58,Power,GasCap,CX,tCO2e,18114,212445,95265,424,72850
58,company-58,Power,GasCap,DE,tCO2e,222671,NA,168096,NA,65495
58,company-58,Power,GasCap,ZA,tCO2e,46779,53063,6481,141685,206773
58,company-58,Oil&Gas,Gas,ZA,tCO2e,39336,NA,NA,53975,NA
58,company-58,Oil&Gas,Gas,FJ,tCO2e,128682,22679,NA,190753,NA
58,company-58,Oil&Gas,Gas,JO,tCO2e,313897,132491,12969,NA,141837
58,company-58,Oil&Gas,Gas,LK,tCO2e,NA,12891,NA,115173,NA
58,company-58,Oil&Gas,Gas,DE,tCO2e,NA,147196,239628,NA,9656
59,company-59,Aviation,Freight,JO,tCO2,79604,30894,252745,NA,245368
59,company-59,Aviation,Freight,FJ,tCO2,13643,45473,45528,153437,155829
59,company-59,Aviation,Freight,DE,tCO2,31217,NA,36258,118436,11098
59,company-59,Automotive,Electric,JO,tCO2,76186,NA,30217,137957,18980
59,company-59,Steel,Electric Arc Furnace,FJ,tCO2e,51634,47331,171850,83349,27454
59,company-59,Steel,Electric Arc Furnace,JO,tCO2e,12247,NA,109438,20975,37277
59,company-59,Steel,Electric Arc Furnace,DE,tCO2e,37258,NA,179020,NA,96779
60,company-60,Power,RenewablesCap,JO,tCO2e,NA,NA,NA,13903,NA
60,company-60,Power,RenewablesCap,DE,tCO2e,41375,123296,14488,42880,9450
60,company-60,Power,RenewablesCap,CX,tCO2e,74996,37259,20410,3414,66764
60,company-60,Power,RenewablesCap,ZA,tCO2e,16349,NA,40928,NA,NA
60,company-60,Shipping,Passenger,JO,tCO2,8139,24445,54675,NA,134811
60,company-60,Shipping,Passenger,FJ,tCO2,74098,272450,68293,11080,NA
60,company-60,Shipping,Passenger,ZA,tCO2,69933,140788,55656,NA,16827
60,company-60,Shipping,Passenger,CX,tCO2,3697,96945,NA,NA,4423
60,company-60,Power,GasCap,LK,tCO2e,98140,49331,99829,55986,381733
60,company-60,Power,GasCap,JO,tCO2e,403998,247718,31489,21894,190234
60,company-60,Power,GasCap,DE,tCO2e,430900,NA,NA,19240,119042
61,company-61,Power,OilCap,DE,tCO2e,204865,NA,24821,73980,11838
61,company-61,Power,OilCap,JO,tCO2e,50470,49111,17102,295733,62368
61,company-61,Power,OilCap,FJ,tCO2e,85244,782,300585,194474,71049
61,company-61,Power,OilCap,JO,tCO2e,54881,92668,98080,81519,270413
61,company-61,Power,OilCap,LK,tCO2e,13898,58635,NA,64744,46083
61,company-61,Power,OilCap,FJ,tCO2e,39830,354673,44569,93587,363958
61,company-61,Automotive,Electric,FJ,tCO2,35965,26513,175692,104335,99129
61,company-61,Automotive,Electric,JO,tCO2,NA,NA,13189,NA,21893
62,company-62,Oil&Gas,Gas,DE,tCO2e,NA,17798,223621,NA,NA
62,company-62,Cement,Integrated facility,CX,tCO2e,8682,NA,NA,8988,21529
62,company-62,Cement,Integrated facility,JO,tCO2e,248930,118185,38303,67889,NA
62,company-62,Cement,Integrated facility,ZA,tCO2e,18664,139551,110842,161416,257661
62,company-62,Power,GasCap,FJ,tCO2e,63739,122369,46682,46724,NA
62,company-62,Power,GasCap,LK,tCO2e,101562,43867,114539,113104,NA
62,company-62,Power,GasCap,CX,tCO2e,78049,120130,103388,137563,141573
62,company-62,Power,GasCap,JO,tCO2e,NA,16341,156986,NA,18661
62,company-62,Power,GasCap,DE,tCO2e,22272,3943,175974,23983,191370
63,company-63,Cement,Integrated facility,DE,tCO2e,345333,NA,1997,71460,137858
63,company-63,Power,HydroCap,FJ,tCO2e,22901,99377,NA,176494,94083
63,company-63,Power,RenewablesCap,JO,tCO2e,183393,69610,NA,74735,NA
63,company-63,Power,RenewablesCap,CX,tCO2e,34577,225885,38735,NA,9100
63,company-63,Power,RenewablesCap,DE,tCO2e,NA,NA,45918,153088,NA
63,company-63,Power,RenewablesCap,FJ,tCO2e,7411,263643,63417,42758,90169
64,company-64,Power,CoalCap,DE,tCO2e,98060,41125,41754,NA,52095
64,company-64,Automotive,FuelCell,CX,tCO2,78950,188428,NA,234752,110185
64,company-64,Automotive,FuelCell,ZA,tCO2,96304,NA,108649,18864,NA
64,company-64,Automotive,FuelCell,LK,tCO2,34916,87577,110946,130455,NA
64,company-64,Automotive,FuelCell,FJ,tCO2,109655,140022,362988,37548,354930
64,company-64,Automotive,Hybrid,JO,tCO2,NA,142192,60974,NA,91231
64,company-64,Automotive,Hybrid,FJ,tCO2,NA,NA,70658,NA,74195
64,company-64,Automotive,Hybrid,ZA,tCO2,20615,106903,67952,NA,10602
64,company-64,Automotive,Hybrid,LK,tCO2,12531,205293,NA,67156,67650
64,company-64,Automotive,Hybrid,DE,tCO2,58860,3153,NA,NA,98106
65,company-65,Shipping,Passenger,FJ,tCO2,2538,111759,40710,NA,98601
65,company-65,Shipping,Passenger,LK,tCO2,NA,137240,NA,27386,19432
65,company-65,Power,RenewablesCap,FJ,tCO2e,43265,132842,NA,156704,267891
65,company-65,Power,RenewablesCap,LK,tCO2e,NA,8554,168004,NA,NA
65,company-65,Power,RenewablesCap,CX,tCO2e,88131,166717,NA,340466,133634
65,company-65,Power,RenewablesCap,DE,tCO2e,867,NA,107103,NA,95244
65,company-65,Power,RenewablesCap,JO,tCO2e,13068,172975,2196,270674,NA
65,company-65,Power,HydroCap,DE,tCO2e,105378,44891,59786,37308,262718
65,company-65,Power,HydroCap,FJ,tCO2e,9721,4436,191380,61439,144305
66,company-66,Coal,Coal,DE,tCO2e,23800,41882,NA,232922,75135
66,company-66,Coal,Coal,JO,tCO2e,120276,54560,317811,NA,103683
66,company-66,Coal,Coal,ZA,tCO2e,144007,17284,138934,122042,2253
66,company-66,Shipping,Passenger,DE,tCO2,105005,14247,68246,240318,NA
66,company-66,Shipping,Passenger,JO,tCO2,7021,76076,NA,74664,26507
