company_id,company_name,ald_sector,ald_business_unit,activity_unit,ald_location,Equity Ownership 2022,Equity Ownership 2023,Equity Ownership 2024,Equity Ownership 2025,Equity Ownership 2026
20,company-20,Power,NuclearCap,MW,DE,8012895883,265694910,NA,29187027325,26115540808
20,company-20,Power,NuclearCap,MW,CX,8281701795,15293650224,NA,2578696391,11950310112
20,company-20,Power,NuclearCap,MW,FJ,NA,882636865,5828192097,10920711740,NA
20,company-20,Power,NuclearCap,MW,JO,12461804436,3818648309,NA,22112278080,617028777
20,company-20,Power,HydroCap,MW,LK,6451331230,NA,NA,6687765301,846667562
20,company-20,Shipping,Freight,dwt km,ZA,3863962164,4201663249,NA,NA,NA
20,company-20,Shipping,Freight,dwt km,CX,15089421629,NA,NA,11748692306,NA
20,company-20,Shipping,Freight,dwt km,DE,NA,NA,NA,664555897,4041697954
20,company-20,Shipping,Freight,dwt km,LK,940843907,2182131254,NA,2561104676,6667127090
21,company-21,Power,GasCap,MWh,LK,1179136133,9276221484,360829979,NA,5948226926
21,company-21,Power,GasCap,MWh,FJ,NA,8639211160,NA,NA,39224430361
21,company-21,Power,OilCap,MW,DE,NA,3730156574,6826260174,2994031633,9307493630
21,company-21,Power,OilCap,MW,LK,14534601487,NA,41259070175,2323225252,1221496962
21,company-21,Power,OilCap,MW,CX,NA,2670716958,18237553033,21590940253,NA
21,company-21,Automotive,ICE,# vehicles,ZA,14011417121,26232422208,13404561994,21286442751,2280227058
21,company-21,Automotive,ICE,# vehicles,CX,NA,3868619357,NA,29783439577,NA
22,company-22,Coal,Coal,t coal,ZA,7824135212,NA,NA,7483135305,12999605159
22,company-22,Coal,Coal,t coal,LK,NA,27068031128,4082005123,15021120256,5227347116
22,company-22,Coal,Coal,t coal,FJ,NA,NA,4260284090,NA,5882757991
22,company-22,Coal,Coal,t coal,DE,6557098759,10794360160,6389824150,NA,5315916643
22,company-22,Coal,Coal,t coal,CX,NA,21977503514,NA,19083643350,459001276
22,company-22,Power,GasCap,MWh,JO,8494248898,39086442899,4027831786,5118012462,2172309134
22,company-22,Automotive,ICE,# vehicles,JO,NA,NA,9456761313,12394315662,8386668333
22,company-22,Automotive,ICE,# vehicles,LK,NA,5398246734,16169286979,9384837402,NA
22,company-22,Automotive,ICE,# vehicles,FJ,2960886931,10200993482,248055550,9309051541,5556485674
22,company-22,Automotive,ICE,# vehicles,DE,16221077813,26769927911,2792485209,12557316061,NA
23,company-23,Power,OilCap,MWh,FJ,13498404260,900709210,2040609463,2723796934,7417236907
23,company-23,Power,OilCap,MWh,DE,4800239225,27327465728,NA,NA,NA
23,company-23,Power,OilCap,MWh,JO,1175704021,NA,NA,NA,3281877971
23,company-23,Power,OilCap,MWh,ZA,2018967243,NA,10963010824,15045198991,24952197295
23,company-23,Power,OilCap,MWh,LK,NA,9965320117,NA,NA,1217031460
23,company-23,Automotive,Electric,# vehicles,JO,NA,NA,271775882,4211925254,NA
23,company-23,Steel,Basic Oxygen Furnace,t steel,JO,6306243076,10370789507,9604222516,49941157,19390899314
24,company-24,Power,NuclearCap,MWh,FJ,8318113815,10259008234,NA,3824791585,17904743798
24,company-24,Power,NuclearCap,MWh,JO,816747983,7661103423,NA,6624742552,23589500901
24,company-24,Automotive,FuelCell,# vehicles,CX,NA,NA,NA,NA,1984466846
24,company-24,Automotive,FuelCell,# vehicles,ZA,NA,2744431874,NA,NA,NA
24,company-24,Shipping,Passenger,dwt km,LK,3914363354,20109350013,20804181549,NA,NA
24,company-24,Shipping,Passenger,dwt km,JO,9651423116,NA,NA,NA,NA
25,company-25,Power,OilCap,MWh,DE,15863724173,12098361703,7035537995,9659957648,9424778545
25,company-25,Power,OilCap,MWh,ZA,1033731017,2856666672,5322286354,25887004435,229648753
25,company-25,Power,OilCap,MWh,FJ,NA,NA,NA,NA,88104352
25,company-25,Power,OilCap,MWh,JO,12256131158,2804172494,5007681436,NA,NA
25,company-25,Power,CoalCap,MW,FJ,2578612433,1653768087,NA,3803764611,NA
25,company-25,Power,CoalCap,MWh,DE,716689960,228238294,NA,765727387,4344885432
25,company-25,Power,CoalCap,MWh,CX,19178411662,29383118387,181669139,2846762141,5776043956
25,company-25,Power,CoalCap,MWh,FJ,18455359016,26172631002,NA,11579090616,5226797950
26,company-26,Steel,Electric Arc Furnace,t steel,CX,11575570514,3632892667,6708451169,7820077997,NA
26,company-26,Power,RenewablesCap,MW,ZA,NA,11714686606,15604260218,774580222,24303876790
26,company-26,Power,RenewablesCap,MW,DE,8812461078,NA,5768973829,9447874835,11819200852
26,company-26,Power,RenewablesCap,MW,CX,NA,588696970,NA,27442190383,16865849327
26,company-26,Power,RenewablesCap,MW,LK,5068808585,14605061513,2324062528,NA,460214519
26,company-26,Power,RenewablesCap,MW,JO,7549466833,NA,4126133125,NA,273686858
26,company-26,Power,OilCap,MWh,LK,27484946325,NA,416014098,7259477105,24253863885
26,company-26,Power,OilCap,MWh,FJ,NA,30809114163,NA,7759650427,29633220667
26,company-26,Power,OilCap,MWh,ZA,13199756684,NA,6305392120,1566364762,NA
27,company-27,Power,RenewablesCap,MWh,JO,6185358390,2740159689,30892526269,585520758,NA
27,company-27,Power,NuclearCap,MW,CX,1053626393,22665911392,4202107309,NA,NA
27,company-27,Automotive,ICE,# vehicles,CX,16124178278,9325517539,12346359827,26847238359,18597531371
27,company-27,Automotive,ICE,# vehicles,DE,28000292584,30420353915,7111717927,20784662620,NA
27,company-27,Automotive,ICE,# vehicles,LK,NA,42305663722,11279105019,7426043546,411118951
27,company-27,Automotive,ICE,# vehicles,FJ,NA,NA,NA,NA,22467622563
27,company-27,Automotive,ICE,# vehicles,ZA,NA,253200459,20860746661,5686437135,1828690651
28,company-28,Shipping,Passenger,dwt km,DE,1792792242,NA,28904125773,14987669059,7230067115
28,company-28,Shipping,Passenger,dwt km,LK,NA,NA,22134912493,NA,4784393552
28,company-28,Shipping,Passenger,dwt km,ZA,177283888,NA,7632976525,9657152066,8664379061
28,company-28,Shipping,Passenger,dwt km,JO,838632858,27777363527,488510417,16637819886,5525966167
28,company-28,Power,GasCap,MWh,CX,28280929224,22380700246,1119919834,1825143649,55463857
28,company-28,Power,NuclearCap,MW,DE,17813115447,3858782780,2652686065,14520017025,6148122736
28,company-28,Power,NuclearCap,MW,ZA,NA,2773129604,6020634323,3809100148,9663563913
28,company-28,Power,NuclearCap,MW,FJ,12062615643,20153140899,NA,7764567415,1178421047
28,company-28,Power,NuclearCap,MW,CX,11116869875,NA,6588425083,NA,1024675151
29,company-29,Cement,Integrated facility,t cement,CX,17053622888,NA,14805512370,22145237101,6219382865
29,company-29,Cement,Integrated facility,t cement,DE,7270739022,NA,10451291449,20591940793,241007995
29,company-29,Cement,Integrated facility,t cement,ZA,274794939,NA,NA,3776995272,7605114245
29,company-29,Power,HydroCap,MW,ZA,1418333405,1327895705,1877712961,NA,12221342028
29,company-29,Power,HydroCap,MW,FJ,25748424182,11495530543,NA,10469004677,6516908543
29,company-29,Power,HydroCap,MW,DE,4627330231,4805220003,NA,2115664006,8157613556
29,company-29,Power,HydroCap,MW,JO,NA,NA,4800752870,NA,4563900820
29,company-29,Automotive,Electric,# vehicles,JO,NA,6966155492,24951355443,4394201057,NA
29,company-29,Automotive,Electric,# vehicles,LK,26776350290,14404328208,16530792144,16534863540,13287961256
30,company-30,Power,CoalCap,MW,LK,10463737145,NA,NA,2591652287,12896770096
30,company-30,Power,OilCap,MWh,LK,NA,22298349138,NA,11108249492,NA
30,company-30,Power,OilCap,MWh,ZA,18058703420,NA,7311129309,2544639996,NA
30,company-30,Power,NuclearCap,MW,LK,4844104897,NA,7611604972,2274668268,5701966950
30,company-30,Power,NuclearCap,MW,DE,2002299983,NA,4029764281,11120403902,303582851
30,company-30,Power,NuclearCap,MW,JO,10255238354,1167272578,12023072666,NA,385471583
30,company-30,Power,NuclearCap,MW,CX,NA,5980510556,13731705552,6253150519,804500062
31,company-31,Steel,Basic Oxygen Furnace,t steel,FJ,24003319933,3280610153,NA,NA,14207506855
31,company-31,Steel,Basic Oxygen Furnace,t steel,ZA,NA,14489263731,8866101119,714381008,7236958642
31,company-31,Power,NuclearCap,MWh,ZA,9954248190,6247496118,5544705325,27194196416,61932544432
31,company-31,Power,NuclearCap,MWh,JO,23324982698,NA,19849290780,3326175124,3252107734
31,company-31,Power,NuclearCap,MWh,CX,NA,431290325,5387251653,18454677035,1957098198
31,company-31,Power,NuclearCap,MWh,LK,22871481833,NA,3334636435,12035880300,6655961557
31,company-31,Power,NuclearCap,MWh,DE,NA,NA,16378018235,NA,8684988741
31,company-31,Oil&Gas,Gas,GJ,DE,1710074741,9456007795,23471047334,NA,NA
31,company-31,Oil&Gas,Gas,GJ,JO,928828504,NA,NA,988081840,7239441793
31,company-31,Oil&Gas,Gas,GJ,LK,NA,18971400204,3870803089,907689672,5653069472
32,company-32,Aviation,Passenger,pkm,LK,NA,13102794696,NA,367509070,NA
32,company-32,Aviation,Passenger,pkm,CX,10213473124,NA,NA,2321095554,NA
32,company-32,Aviation,Passenger,pkm,DE,475349771,3238576647,NA,NA,1493610567
32,company-32,Aviation,Passenger,pkm,JO,7451005825,27599222243,14513252562,9523767248,10541706504
32,company-32,Automotive,Hybrid,# vehicles,FJ,16324067772,1987970217,766076605,4036244540,8734430618
32,company-32,Automotive,Hybrid,# vehicles,DE,NA,NA,13428808881,NA,1360865918
32,company-32,Steel,Basic Oxygen Furnace,t steel,LK,5363512088,10435514347,1635069680,NA,NA
32,company-32,Steel,Basic Oxygen Furnace,t steel,FJ,37802069996,8674751373,4957593026,NA,NA
33,company-33,Power,OilCap,MWh,CX,NA,410457064,10934853696,12264520491,14127536292
33,company-33,Power,OilCap,MWh,DE,377990991,593644402,NA,NA,NA
33,company-33,Power,NuclearCap,MW,CX,NA,13197520730,6607576946,8972062556,NA
33,company-33,Power,NuclearCap,MW,LK,17572208267,14544106356,NA,NA,5750043424
33,company-33,Power,NuclearCap,MW,DE,2132697401,3004082880,7440703130,7611932222,9925196990
33,company-33,Power,NuclearCap,MW,ZA,NA,3248154862,2612601004,NA,33724996938
33,company-33,Power,NuclearCap,MW,FJ,NA,4057851231,8392512786,2332820689,NA
33,company-33,Shipping,Passenger,dwt km,CX,2282644461,19367029211,32098628056,10131384545,NA
33,company-33,Shipping,Passenger,dwt km,ZA,NA,NA,16647418919,20020028043,5787530052
33,company-33,Shipping,Passenger,dwt km,JO,5030930023,12180671304,1401201451,NA,NA
34,company-34,Oil&Gas,Gas,GJ,FJ,NA,9877094314,NA,19165566065,6169444435
34,company-34,Coal,Coal,t coal,FJ,12320314102,7109695280,1270948336,11365999406,9274076372
34,company-34,Coal,Coal,t coal,JO,NA,NA,NA,NA,NA
34,company-34,Coal,Coal,t coal,CX,NA,5912521324,NA,193287489,43329275160
34,company-34,Steel,Open Hearth Furnace,t steel,CX,6121392623,488118305,NA,389042890,19345233150
34,company-34,Steel,Open Hearth Furnace,t steel,ZA,496469823,NA,9549926471,37869043169,NA
34,company-34,Steel,Open Hearth Furnace,t steel,DE,25839764912,14625710581,2308107114,4607722026,821686593
34,company-34,Steel,Open Hearth Furnace,t steel,FJ,6833001258,4506250954,9238434623,1128993412,8483120787
34,company-34,Steel,Open Hearth Furnace,t steel,JO,NA,375917994,7494180708,NA,NA
35,company-35,Power,HydroCap,MWh,DE,39669174549,58850515138,1314393842,11638855923,40445423653
35,company-35,Power,CoalCap,MW,FJ,18508901936,61045182433,9871528451,NA,4292770303
35,company-35,Power,CoalCap,MW,LK,23416017902,5967794861,10238516097,1747567177,4558216794
35,company-35,Power,CoalCap,MW,CX,NA,NA,15850955170,NA,NA
35,company-35,Power,CoalCap,MW,DE,NA,NA,6438874468,12012992132,342031110
35,company-35,Steel,Open Hearth Furnace,t steel,ZA,2698133237,NA,680608481,8241270800,NA
35,company-35,Steel,Open Hearth Furnace,t steel,CX,NA,NA,NA,NA,NA
36,company-36,Automotive,FuelCell,# vehicles,DE,9906905448,3084019037,15951388775,18969598473,1950149948
36,company-36,Automotive,FuelCell,# vehicles,ZA,NA,NA,2479141277,NA,NA
36,company-36,Automotive,FuelCell,# vehicles,JO,NA,155785497,2075435497,16865557810,8604246677
36,company-36,Automotive,FuelCell,# vehicles,CX,27953194489,2931923886,29084582806,14092456358,NA
36,company-36,Automotive,ICE,# vehicles,DE,NA,NA,4761590518,NA,445275115
36,company-36,Automotive,ICE,# vehicles,CX,3790730021,10918323575,3191545967,NA,1153003922
36,company-36,Automotive,ICE,# vehicles,ZA,517889467,2900416957,NA,NA,783190093
36,company-36,Automotive,ICE,# vehicles,LK,NA,10231222087,NA,8640451570,25622314673
36,company-36,Power,CoalCap,MWh,CX,NA,20298235751,NA,NA,6859135425
36,company-36,Power,CoalCap,MWh,DE,NA,3601569102,8556834052,NA,NA
36,company-36,Power,CoalCap,MWh,FJ,NA,799885397,74320265,378755559,8294878465
36,company-36,Power,CoalCap,MWh,JO,4690053186,1231603838,8550982366,1916718270,12471535866
37,company-37,Shipping,Freight,dwt km,DE,14989065210,1164498269,NA,NA,1143985442
37,company-37,Shipping,Freight,dwt km,FJ,18026834801,22800704971,7689321888,NA,NA
37,company-37,Steel,Electric Arc Furnace,t steel,CX,11288598026,24147430025,10162584074,NA,7736483006
37,company-37,Steel,Electric Arc Furnace,t steel,FJ,5302515031,7219668457,NA,2393831127,7371017849
37,company-37,Steel,Electric Arc Furnace,t steel,ZA,3671355719,25508481583,NA,531360790,3705650830
37,company-37,Power,NuclearCap,MW,CX,12730600358,2844362355,12809370471,2225655245,181224986
37,company-37,Power,NuclearCap,MW,JO,4636549461,NA,18332284254,3798903159,66987057209
37,company-37,Power,NuclearCap,MW,LK,NA,19497998545,NA,7262322319,5000446676
38,company-38,Power,NuclearCap,MWh,JO,6063652432,49912775049,18608625308,3593266164,1030886077
38,company-38,Power,NuclearCap,MWh,DE,24590575726,1130703629,NA,NA,NA
38,company-38,Power,NuclearCap,MWh,CX,NA,1698046510,NA,3113498772,35858894
38,company-38,Power,CoalCap,MW,CX,NA,NA,NA,1048410219,27502712991
38,company-38,Power,CoalCap,MW,FJ,1680898938,NA,5017911703,NA,37842805260
38,company-38,Power,CoalCap,MW,LK,8192243104,15098807825,NA,47657575318,8491013402
38,company-38,Power,HydroCap,MW,LK,13883243761,5461174042,NA,3824552883,NA
38,company-38,Power,HydroCap,MW,CX,2598577925,NA,9943629093,9384280091,NA
38,company-38,Power,HydroCap,MW,FJ,26848529251,10573889649,3481998291,14455416839,140436537
38,company-38,Power,HydroCap,MW,ZA,19483321414,18087339921,NA,27077444060,1241271712
38,company-38,Power,HydroCap,MW,JO,NA,11271333280,NA,NA,1263631168
39,company-39,Power,HydroCap,MWh,DE,NA,8842833963,NA,6464245062,NA
39,company-39,Power,HydroCap,MWh,JO,1098606668,2431157189,7628946396,6386536312,3845767644
39,company-39,Power,HydroCap,MWh,LK,8750519938,NA,11521285467,9290611590,2996066076
39,company-39,Power,GasCap,MW,CX,3124654386,NA,NA,9910702168,10558038270
39,company-39,Power,GasCap,MW,LK,6441471673,4210550620,66429127,NA,12418490794
39,company-39,Automotive,FuelCell,# vehicles,JO,2672252606,13301098708,3958699570,NA,NA
39,company-39,Automotive,FuelCell,# vehicles,CX,5786314107,NA,NA,NA,642344205
40,company-40,Automotive,FuelCell,# vehicles,CX,NA,10686067242,15707926986,6741735819,17126599319
40,company-40,Automotive,FuelCell,# vehicles,ZA,NA,1168280729,5362893691,2351667948,NA
40,company-40,Automotive,FuelCell,# vehicles,JO,10041664130,12229703612,NA,5105783795,12766175762
40,company-40,Automotive,Electric,# vehicles,ZA,8555666336,9786817749,7329851472,1464863708,11884570826
40,company-40,Automotive,Electric,# vehicles,CX,41619351,NA,NA,6117344489,3910544791
40,company-40,Automotive,Electric,# vehicles,JO,7097079429,10282054153,18044205185,9962789100,10239933121
40,company-40,Power,NuclearCap,MW,FJ,14305312668,12343328099,33250275217,1395746693,4052148175
40,company-40,Power,NuclearCap,MW,DE,NA,4777509806,NA,6156555686,NA
40,company-40,Power,NuclearCap,MW,CX,2166063234,14932398551,15632039109,34785458877,NA
40,company-40,Power,NuclearCap,MW,JO,6036152921,7796964331,83381921,2904389956,3564304872
41,company-41,Cement,Integrated facility,t cement,FJ,14226399800,NA,21029309301,10720716593,18542509417
41,company-41,Cement,Integrated facility,t cement,LK,9242661263,1643970759,NA,NA,11234727394
41,company-41,Cement,Integrated facility,t cement,CX,7318985303,5192695431,6728378738,NA,1468599756
41,company-41,Cement,Integrated facility,t cement,DE,3558269446,4713583530,NA,8037595115,7282844491
41,company-41,Shipping,Passenger,dwt km,CX,2400533279,24424566608,3677323651,40065782868,5295420507
41,company-41,Aviation,Passenger,pkm,JO,41843199714,2778520020,NA,16228192589,NA
41,company-41,Aviation,Passenger,pkm,LK,14084779264,1040995033,27386535278,486904849,NA
42,company-42,Automotive,ICE,# vehicles,FJ,15035688462,NA,NA,NA,35809427718
42,company-42,Automotive,ICE,# vehicles,DE,26738341336,NA,NA,13779676104,5998747886
42,company-42,Power,RenewablesCap,MW,LK,6265246821,NA,5144190552,17727603447,6578904783
42,company-42,Power,RenewablesCap,MW,ZA,29083158842,21560380783,265725169,21901420776,244838299
42,company-42,Shipping,Passenger,dwt km,DE,695235209,8946009827,19482289698,1113187550,718337827
42,company-42,Shipping,Passenger,dwt km,CX,28167048200,3146176325,NA,19913095483,NA
42,company-42,Shipping,Passenger,dwt km,LK,37210700900,NA,NA,12041212658,13842218398
43,company-43,Power,NuclearCap,MWh,FJ,112640875,NA,7265836762,NA,16786187905
43,company-43,Power,NuclearCap,MWh,ZA,8449968429,5894215539,NA,NA,NA
43,company-43,Power,NuclearCap,MWh,LK,4169417443,14204369636,558079606,19066268730,14465834055
43,company-43,Power,NuclearCap,MWh,JO,NA,3116026743,35260093,12381934063,3826876073
43,company-43,Oil&Gas,Gas,GJ,FJ,NA,NA,8259024084,10141836807,6433936505
43,company-43,Oil&Gas,Gas,GJ,LK,41567881620,584367873,17433535794,8917676012,3345605841
43,company-43,Oil&Gas,Gas,GJ,DE,41375359413,4557656964,NA,14940254671,6977509835
43,company-43,Steel,Electric Arc Furnace,t steel,CX,NA,NA,2392890477,NA,30062697477
43,company-43,Steel,Electric Arc Furnace,t steel,FJ,28866643142,NA,NA,NA,10571629421
43,company-43,Steel,Electric Arc Furnace,t steel,JO,NA,2480303231,NA,25033509837,16197644626
43,company-43,Steel,Electric Arc Furnace,t steel,ZA,NA,1423968465,13141702940,5638228705,34166205897
43,company-43,Steel,Electric Arc Furnace,t steel,LK,5741528519,3269985441,4891276425,12199317598,NA
44,company-44,Power,OilCap,MW,JO,300660075,4933574257,4590702189,NA,5402321002
44,company-44,Power,OilCap,MW,CX,6419799185,102273928,5045449835,1262281454,5821238563
44,company-44,Power,OilCap,MW,LK,26902228227,14975880206,6673913047,15893680181,11186756812
44,company-44,Power,CoalCap,MWh,JO,5955031362,9633216868,152524163,1853295791,15468880142
44,company-44,Power,CoalCap,MWh,ZA,12524449707,7708832955,10475222723,13985987993,5890788678
44,company-44,Power,CoalCap,MWh,DE,4103677020,1005730373,NA,1872548137,NA
44,company-44,Power,CoalCap,MWh,CX,1969347243,9051038980,6281579858,NA,NA
44,company-44,Cement,Integrated facility,t cement,JO,799218467,755786410,1529690574,3183333274,NA
44,company-44,Cement,Integrated facility,t cement,CX,21946513479,536633622,47684162089,3903477374,11570471527
44,company-44,Cement,Integrated facility,t cement,FJ,680352823,5734896221,3379511489,7810969208,36671816263
44,company-44,Cement,Integrated facility,t cement,DE,1428737346,2528676449,5090247803,1134137952,64287677
44,company-44,Cement,Integrated facility,t cement,LK,7008507604,3125425849,12526775419,9436822724,40625916791
45,company-45,Power,HydroCap,MWh,ZA,16391080039,4879677036,NA,1023738467,16775799320
45,company-45,Power,HydroCap,MWh,LK,NA,507325659,1390276578,6937403518,51940862976
45,company-45,Power,HydroCap,MWh,FJ,15367077047,3207194021,NA,NA,6212898089
45,company-45,Power,HydroCap,MWh,DE,14072377150,5546391579,NA,9105815179,NA
45,company-45,Steel,Electric Arc Furnace,t steel,ZA,NA,NA,NA,5383352168,NA
45,company-45,Steel,Electric Arc Furnace,t steel,DE,3358453254,NA,2749481139,16470574295,NA
45,company-45,Automotive,Hybrid,# vehicles,DE,NA,5808184670,NA,NA,9838550605
45,company-45,Automotive,Hybrid,# vehicles,CX,3622559874,279831370,NA,15058958334,8476938246
45,company-45,Automotive,Hybrid,# vehicles,LK,13210136230,3143486196,892669818,16195163879,2732463605
45,company-45,Automotive,Hybrid,# vehicles,FJ,6824317687,3218730790,6530843903,NA,5254132011
46,company-46,Aviation,Freight,tkm,FJ,3274091090,3907655958,NA,3597002448,3029196915
46,company-46,Automotive,Electric,# vehicles,JO,15129714240,10356102277,NA,NA,3032279002
46,company-46,Automotive,Electric,# vehicles,CX,8579231147,17429133084,21204278771,NA,19386768695
46,company-46,Automotive,Electric,# vehicles,ZA,2448401933,1423372345,728311180,NA,14210596430
46,company-46,Automotive,Electric,# vehicles,DE,17013991827,5334246279,15723809937,11351577466,48642190215
46,company-46,Automotive,Electric,# vehicles,FJ,5000885925,3774743559,10503283561,6599455006,5716257754
46,company-46,Power,GasCap,MWh,CX,3254189289,NA,14648982704,NA,14828241812
46,company-46,Power,GasCap,MWh,ZA,14653328544,23844394621,NA,NA,7712333992
46,company-46,Power,GasCap,MWh,DE,23916483776,4469604863,NA,NA,NA
46,company-46,Power,GasCap,MWh,LK,27212771445,26815892761,13093758815,1668013290,3301495842
46,company-46,Power,GasCap,MWh,JO,5473715170,2082775626,NA,NA,NA
47,company-47,Power,OilCap,MWh,LK,5265072324,11348850229,15292063777,8266330517,1551182422
47,company-47,Oil&Gas,Gas,GJ,DE,12487143645,NA,823950281,4154400040,6347819483
47,company-47,Oil&Gas,Gas,GJ,LK,NA,NA,4737267996,NA,15848049587
47,company-47,Oil&Gas,Gas,GJ,ZA,2847214997,9928679955,713865319,3544516825,5018778426
47,company-47,Power,NuclearCap,MW,DE,NA,NA,17421962541,NA,NA
47,company-47,Power,NuclearCap,MW,FJ,6511675432,266873444,4359812339,8509783475,7998536623
47,company-47,Power,NuclearCap,MW,LK,1232030247,14935146342,3815904615,NA,1663971285
48,company-48,Power,CoalCap,MW,FJ,NA,20494173290,987721340,7832527748,NA
48,company-48,Power,CoalCap,MW,DE,NA,40677556280,15114776730,2260488609,5121598692
48,company-48,Power,CoalCap,MW,ZA,NA,300356176,27455762397,NA,NA
48,company-48,Power,CoalCap,MW,LK,10418758432,NA,14536982692,2163387922,2942697839
48,company-48,Automotive,ICE,# vehicles,JO,29007003423,23851373871,9339667777,10988460508,NA
48,company-48,Automotive,ICE,# vehicles,LK,7286224674,NA,2197736393,19896934095,7708289939
48,company-48,Automotive,ICE,# vehicles,DE,17804080744,NA,NA,28321277276,11816104061
48,company-48,Oil&Gas,Gas,GJ,CX,16307103193,5934687326,8733148588,NA,455619638
48,company-48,Oil&Gas,Gas,GJ,DE,5701949053,2983514611,2541372222,23906514710,4833347996
48,company-48,Oil&Gas,Gas,GJ,ZA,7644736182,6105315604,NA,NA,NA
48,company-48,Oil&Gas,Gas,GJ,LK,18482283422,6905086468,12962580699,NA,9251290764
48,company-48,Oil&Gas,Gas,GJ,JO,719279111,NA,12357604,24741678714,8256434373
49,company-49,Power,OilCap,MWh,CX,5408107733,NA,NA,25709309398,4326965958
49,company-49,Shipping,Passenger,dwt km,CX,11578800309,NA,4347383439,20221110288,NA
49,company-49,Shipping,Passenger,dwt km,FJ,21627484219,3340853234,NA,5656714660,2707167660
49,company-49,Steel,Open Hearth Furnace,t steel,LK,6170541567,NA,NA,3157082451,3363715532
49,company-49,Steel,Open Hearth Furnace,t steel,FJ,2207927716,5153213725,1367015067,4884308769,1810605453
49,company-49,Steel,Open Hearth Furnace,t steel,ZA,NA,3834962378,NA,13927722364,12994242891
49,company-49,Steel,Open Hearth Furnace,t steel,CX,463745566,NA,NA,NA,6826530996
49,company-49,Steel,Open Hearth Furnace,t steel,JO,9250001977,NA,24207941662,NA,6614586226
50,company-50,Cement,Integrated facility,t cement,JO,17412654242,8991894309,19763149081,NA,18934157388
50,company-50,Cement,Integrated facility,t cement,ZA,669466482,NA,NA,6179768324,NA
50,company-50,Cement,Integrated facility,t cement,CX,NA,3194368763,41845044133,6979713717,42436833724
50,company-50,Power,GasCap,MWh,ZA,NA,2672415176,NA,4618363535,660283074
50,company-50,Power,GasCap,MWh,LK,1660408040,13410750884,3059302723,742989010,11899223338
50,company-50,Power,GasCap,MWh,FJ,12638675892,NA,NA,6215150618,34532833094
50,company-50,Steel,Open Hearth Furnace,t steel,FJ,6281864064,3050250863,737144047,NA,1494146878
50,company-50,Steel,Open Hearth Furnace,t steel,ZA,NA,208101471,11515320458,NA,11852493737
50,company-50,Steel,Open Hearth Furnace,t steel,JO,3317191447,3196888119,1559535665,1401285031,15703156216
50,company-50,Steel,Open Hearth Furnace,t steel,CX,NA,NA,21643090680,20293756291,33579617589
50,company-50,Steel,Open Hearth Furnace,t steel,DE,3448349597,6865002787,NA,2993212822,7466344058
51,company-51,Coal,Coal,t coal,ZA,14065885989,NA,NA,8911019814,2787345845
51,company-51,Coal,Coal,t coal,JO,5506991652,22603982091,31987068116,NA,3620219191
51,company-51,Coal,Coal,t coal,FJ,NA,NA,6567520469,10034055554,31455018455
51,company-51,Automotive,Hybrid,# vehicles,LK,16833977038,475223694,11778414073,13165516712,17083747257
51,company-51,Automotive,Hybrid,# vehicles,DE,10843232704,2165645214,535568525,4704102268,61291921
51,company-51,Automotive,Hybrid,# vehicles,CX,2006076376,NA,10903382440,25842719211,NA
51,company-51,Automotive,Hybrid,# vehicles,JO,5022346761,NA,1766760325,9759266365,1656869595
51,company-51,Oil&Gas,Oil,GJ,CX,8332017383,2600382021,NA,16546741049,9731571106
52,company-52,Power,CoalCap,MW,DE,NA,11548133431,NA,20059682739,NA
52,company-52,Power,CoalCap,MW,LK,3084500897,12638039976,NA,6249803819,NA
52,company-52,Automotive,Electric,# vehicles,FJ,13318221654,9364292178,NA,24061692648,3910455223
52,company-52,Automotive,Electric,# vehicles,DE,17959823932,10528040570,8700017532,NA,2422112654
52,company-52,Automotive,Electric,# vehicles,ZA,NA,NA,NA,2890398575,34168406700
52,company-52,Automotive,Electric,# vehicles,JO,8224022217,NA,24522696006,NA,NA
52,company-52,Power,RenewablesCap,MW,ZA,38048035059,NA,2345866180,5257195876,6746476975
52,company-52,Power,RenewablesCap,MW,DE,7594031028,3650069133,8797322379,33163964003,1162831744
52,company-52,Power,RenewablesCap,MW,CX,6293034565,9746291709,13964586024,2216743578,2056578630
52,company-52,Power,RenewablesCap,MW,FJ,15724320144,3016246522,10818645142,NA,3037758542
53,company-53,Power,GasCap,MW,DE,3528386903,NA,1540262030,29498820569,NA
53,company-53,Power,GasCap,MW,FJ,30781420070,NA,NA,2596311575,1706602185
53,company-53,Power,GasCap,MW,CX,NA,6574866622,747201129,8418983417,21552252378
53,company-53,Power,GasCap,MW,ZA,NA,623800041,10600322832,NA,1304962640
53,company-53,Power,GasCap,MW,JO,7391956090,276265654,6913644673,14006255788,7238083009
53,company-53,Oil&Gas,Gas,GJ,JO,13735552213,NA,1921233117,1130201130,22851361474
53,company-53,Oil&Gas,Gas,GJ,ZA,NA,8054825192,NA,18715030783,NA
53,company-53,Oil&Gas,Gas,GJ,LK,44408741899,6075352066,12208028410,7039898796,1241993472
53,company-53,Oil&Gas,Gas,GJ,DE,8465394822,28960823120,13852156125,10547482687,2815118396
53,company-53,Oil&Gas,Gas,GJ,CX,4857201428,871358889,1219624825,1674052900,2811543578
53,company-53,Automotive,Electric,# vehicles,ZA,529067954,NA,5538959305,1761661379,22010450712
